origen,destino,dia_semana,hora_dia,clima,es_hora_pico,es_fin_semana,mejor_ruta,num_estaciones,num_transbordos,tiempo_total,congestion_promedio,num_alternativas,num_estaciones_alternativas,calidad_ruta
Toberin,Av. Rojas,3,20,Lluvia fuerte,0,0,Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas,23,21,129.15,0.474,1,23,0.0
Mazuren,Salitre El Greco,3,7,Normal,1,0,Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco,19,17,93.86,0.679,1,19,0.0
Mazuren,Portal Norte,2,22,Lluvia fuerte,0,0,Mazuren|Cardio Infantil|Toberin|Portal Norte,4,2,16.05,0.5,1,4,4.7
El Tiempo,Heroes,4,18,Normal,1,0,El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes,10,8,45.5,0.7,1,10,0.0
Calle 127,Calle 45,6,17,Normal,1,1,Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45,12,10,45.14,0.4,1,12,0.0
Alcala,Prado,0,7,Normal,1,0,Alcala|Prado,2,0,5.2,0.6,1,2,7.94
Pepe Sierra,Salitre El Greco,0,8,Normal,1,0,Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco,14,12,69.03,0.7,1,14,0.0
Pepe Sierra,Calle 127,6,20,Lluvia fuerte,0,1,Pepe Sierra|Calle 127,2,0,5.28,0.3,1,2,8.84
Alcala,Heroes,3,7,Lluvia fuerte,1,0,Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes,9,7,63.96,0.7,1,9,0.0
Virrey,Santa Isabel,3,19,Lluvia fuerte,1,0,Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel,15,13,105.69,0.66,1,15,0.0
Pepe Sierra,Portal El Dorado,5,21,Lluvia fuerte,0,1,Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas|Portal El Dorado,17,15,80.4,0.2,1,17,0.0
Calle 45,Salitre El Greco,6,10,Lluvia fuerte,0,1,Calle 45|Marly|Calle 26|Salitre El Greco,4,2,17.4,0.2,1,4,5.53
Tercer Milenio,Calle 100,6,12,Normal,0,1,Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100,14,12,42.08,0.2,1,14,0.0
Cardio Infantil,Av. Jimenez,4,6,Lluvia,1,0,Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez,21,19,123.71,0.681,1,21,0.0
Flores,Calle 26,3,9,Lluvia,1,0,Flores|Calle 63|Calle 45|Marly|Calle 26,5,3,24.8,0.66,1,5,2.28
Calle 26,Av. Jimenez,4,14,Normal,0,0,Calle 26|Profamilia|Av. Jimenez,3,1,9.8,0.567,1,3,6.31
Flores,Mazuren,6,6,Lluvia fuerte,1,1,Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren,14,12,78.31,0.371,1,14,0.0
Calle 26,Calle 45,5,5,Lluvia,0,1,Calle 26|Marly|Calle 45,3,1,8.93,0.2,1,3,7.45
Calle 72,Calle 63,1,15,Normal,0,0,Calle 72|Flores|Calle 63,3,1,6.6,0.5,1,3,6.67
Calle 26,Av. Jimenez,4,13,Lluvia,0,0,Calle 26|Profamilia|Av. Jimenez,3,1,11.76,0.567,1,3,6.21
Calle 100,El Tiempo,5,17,Lluvia fuerte,1,1,Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo,13,11,76.6,0.4,1,13,0.0
Calle 100,Cardio Infantil,3,5,Lluvia,0,0,Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil,9,7,36.24,0.456,1,9,0.0
Calle 76,Calle 26,6,5,Lluvia,0,1,Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26,7,5,21.89,0.2,1,7,0.81
Mazuren,Calle 85,4,5,Normal,0,0,Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85,10,8,35.4,0.44,1,10,0.0
Calle 106,El Tiempo,6,16,Lluvia fuerte,1,1,Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo,14,12,82.84,0.386,1,14,0.0
Calle 127,Heroes,2,10,Lluvia fuerte,0,0,Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes,7,5,38.25,0.529,1,7,0.0
Calle 45,Calle 63,4,19,Normal,1,0,Calle 45|Calle 63,2,0,5.2,0.6,1,2,7.94
El Tiempo,Santa Isabel,3,22,Lluvia,0,0,El Tiempo|Salitre El Greco|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel,8,6,34.68,0.425,1,8,0.0
Toberin,Av. Rojas,0,19,Lluvia fuerte,1,0,Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas,23,21,167.9,0.674,1,23,0.0
Calle 26,Av. Rojas,0,13,Normal,0,0,Calle 26|Salitre El Greco|El Tiempo|Av. Rojas,4,2,13.3,0.5,1,4,4.84
Prado,Calle 106,4,5,Normal,0,0,Prado|Calle 127|Pepe Sierra|Calle 106,4,2,11.4,0.5,1,4,4.93
Virrey,Calle 26,2,8,Lluvia,1,0,Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26,10,8,52.73,0.7,1,10,0.0
Av. Jimenez,Pepe Sierra,5,8,Lluvia,1,1,Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra,15,13,71.64,0.4,1,15,0.0
Calle 63,Calle 26,3,9,Normal,1,0,Calle 63|Calle 45|Marly|Calle 26,4,2,16.77,0.7,1,4,4.06
Prado,Portal Norte,3,19,Normal,1,0,Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin|Portal Norte,7,5,28.73,0.643,1,7,0.0
Calle 106,Calle 26,0,5,Lluvia,0,0,Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26,12,10,52.56,0.5,1,12,0.0
Pepe Sierra,Toberin,1,11,Normal,0,0,Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin,8,6,25.7,0.45,1,8,0.0
Flores,Toberin,0,10,Lluvia,0,0,Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin,16,14,67.8,0.475,1,16,0.0
Marly,Av. Rojas,0,21,Lluvia,0,0,Marly|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas,5,3,22.56,0.5,1,5,2.87
Cardio Infantil,Toberin,2,19,Normal,1,0,Cardio Infantil|Toberin,2,0,4.29,0.7,1,2,7.69
Portal El Dorado,Portal Norte,2,21,Lluvia,0,0,Portal El Dorado|Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin|Portal Norte,25,23,117.12,0.492,1,25,0.0
Heroes,Marly,5,15,Normal,0,1,Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly,7,5,16.72,0.2,1,7,1.06
Calle 100,Heroes,1,11,Normal,0,0,Calle 100|Virrey|Calle 85|Heroes,4,2,13.4,0.55,1,4,4.68
Marly,Calle 63,1,19,Lluvia fuerte,1,0,Marly|Calle 45|Calle 63,3,1,14.24,0.633,1,3,5.89
Cardio Infantil,Calle 26,2,13,Lluvia,0,0,Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26,19,17,83.4,0.479,1,19,0.0
Calle 63,Tercer Milenio,0,16,Lluvia,1,0,Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio,7,5,41.03,0.671,1,7,0.0
Prado,Calle 127,2,6,Normal,1,0,Prado|Calle 127,2,0,4.29,0.8,1,2,7.39
Av. Rojas,El Tiempo,6,20,Normal,0,1,Av. Rojas|El Tiempo,2,0,3.52,0.1,1,2,9.52
Prado,Cardio Infantil,2,5,Normal,0,0,Prado|Alcala|Calle 142|Mazuren|Cardio Infantil,5,3,14.4,0.38,1,5,3.64
Calle 85,Flores,3,13,Lluvia fuerte,0,0,Calle 85|Heroes|Calle 76|Calle 72|Flores,5,3,22.35,0.54,1,5,2.76
Calle 45,Santa Isabel,4,12,Lluvia fuerte,0,0,Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel,8,6,43.35,0.425,1,8,0.0
Alcala,Heroes,1,18,Lluvia fuerte,1,0,Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes,9,7,63.96,0.7,1,9,0.0
Santa Isabel,Calle 85,1,6,Normal,1,0,Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85,14,12,66.69,0.671,1,14,0.0
Calle 106,Portal Norte,1,6,Normal,1,0,Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin|Portal Norte,10,8,43.03,0.66,1,10,0.0
Comuneros,Portal El Dorado,5,8,Lluvia,1,1,Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas|Portal El Dorado,9,7,44.8,0.378,1,9,0.0
Ricaurte,Av. Jimenez,6,9,Lluvia,1,1,Ricaurte|Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez,5,3,18.47,0.36,1,5,3.5
Calle 127,Tercer Milenio,6,10,Normal,0,1,Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio,17,15,52.24,0.2,1,17,0.0
Toberin,Calle 72,3,18,Lluvia fuerte,1,0,Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72,15,13,103.94,0.687,1,15,0.0
Virrey,Portal Norte,3,16,Lluvia fuerte,1,0,Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin|Portal Norte,12,10,83.66,0.667,1,12,0.0
Calle 100,Marly,6,20,Lluvia,0,1,Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly,10,8,32.93,0.2,1,10,0.0
Ricaurte,Calle 45,5,19,Normal,1,1,Ricaurte|Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45,9,7,35.46,0.356,1,9,0.0
Calle 45,Portal Norte,5,21,Lluvia,0,1,Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin|Portal Norte,19,17,65.47,0.179,1,19,0.0
Calle 26,Heroes,4,19,Normal,1,0,Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes,8,6,34.45,0.725,1,8,0.0
Pepe Sierra,Portal Norte,2,5,Normal,0,0,Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin|Portal Norte,9,7,30.1,0.478,1,9,0.0
Flores,Mazuren,3,19,Normal,1,0,Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren,14,12,65.26,0.671,1,14,0.0
Toberin,Heroes,3,15,Lluvia fuerte,0,0,Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes,13,11,69.6,0.469,1,13,0.0
Calle 76,Mazuren,3,13,Lluvia fuerte,0,0,Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren,12,10,65.4,0.467,1,12,0.0
Toberin,Marly,5,9,Lluvia fuerte,1,1,Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly,19,17,104.99,0.368,1,19,0.0
Mazuren,Calle 72,1,8,Lluvia fuerte,1,0,Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72,13,11,91.07,0.685,1,13,0.0
Marly,Calle 85,2,8,Normal,1,0,Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85,8,6,32.89,0.7,1,8,0.0
Virrey,Mazuren,0,22,Normal,0,0,Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren,9,7,32.2,0.433,1,9,0.0
Portal Norte,Ricaurte,6,20,Lluvia fuerte,0,1,Portal Norte|Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel|Ricaurte,27,25,122.4,0.178,1,27,0.0
Santa Isabel,Calle 100,1,7,Normal,1,0,Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100,16,14,77.48,0.675,1,16,0.0
Marly,Alcala,2,19,Normal,1,0,Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala,15,13,69.94,0.687,1,15,0.0
Ricaurte,Salitre El Greco,4,6,Lluvia fuerte,1,0,Ricaurte|Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Salitre El Greco,8,6,60.06,0.675,1,8,0.0
Portal Norte,Calle 45,5,11,Lluvia fuerte,0,1,Portal Norte|Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45,19,17,82.92,0.179,1,19,0.0
Calle 85,Calle 100,6,18,Lluvia,1,1,Calle 85|Virrey|Calle 100,3,1,10.36,0.4,1,3,6.78
Prado,Comuneros,5,8,Lluvia,1,1,Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros,19,17,89.36,0.389,1,19,0.0
Calle 72,Calle 106,3,16,Lluvia fuerte,1,0,Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106,7,5,48.36,0.729,1,7,0.0
Calle 45,Pepe Sierra,4,7,Lluvia fuerte,1,0,Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra,11,9,74.3,0.682,1,11,0.0
Virrey,Tercer Milenio,6,21,Normal,0,1,Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio,13,11,37.76,0.185,1,13,0.0
Virrey,Tercer Milenio,6,19,Lluvia,1,1,Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio,13,11,58.91,0.385,1,13,0.0
Calle 63,Prado,0,18,Normal,1,0,Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado,12,10,54.73,0.717,1,12,0.0
Marly,Prado,5,19,Normal,1,1,Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado,14,12,51.38,0.4,1,14,0.0
Cardio Infantil,Calle 63,1,16,Lluvia,1,0,Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63,16,14,88.3,0.675,1,16,0.0
Virrey,El Tiempo,5,6,Lluvia,1,1,Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo,12,10,53.79,0.383,1,12,0.0
Ricaurte,Tercer Milenio,2,22,Lluvia,0,0,Ricaurte|Santa Isabel|Comuneros|Tercer Milenio,4,2,14.16,0.4,1,4,5.09
Heroes,Calle 85,4,11,Lluvia fuerte,0,0,Heroes|Calle 85,2,0,7.2,0.6,1,2,7.84
Tercer Milenio,Av. Jimenez,0,20,Lluvia fuerte,0,0,Tercer Milenio|Av. Jimenez,2,0,4.5,0.5,1,2,8.28
Calle 100,Pepe Sierra,1,18,Lluvia,1,0,Calle 100|Calle 106|Pepe Sierra,3,1,12.17,0.7,1,3,5.79
El Tiempo,Calle 45,0,22,Normal,0,0,El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45,5,3,17.8,0.46,1,5,3.23
Portal El Dorado,Calle 127,2,13,Lluvia,0,0,Portal El Dorado|Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127,18,16,86.28,0.511,1,18,0.0
Pepe Sierra,Portal El Dorado,1,13,Normal,0,0,Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas|Portal El Dorado,17,15,67.0,0.5,1,17,0.0
Calle 76,Calle 63,1,21,Lluvia fuerte,0,0,Calle 76|Calle 72|Flores|Calle 63,4,2,14.85,0.5,1,4,4.76
Mazuren,Ricaurte,2,15,Lluvia fuerte,0,0,Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel|Ricaurte,24,22,135.9,0.467,1,24,0.0
Calle 142,Santa Isabel,4,7,Normal,1,0,Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel,22,20,107.38,0.664,1,22,0.0
Heroes,Calle 63,4,19,Lluvia,1,0,Heroes|Calle 76|Calle 72|Flores|Calle 63,5,3,21.06,0.74,1,5,2.23
Calle 63,Flores,0,20,Lluvia,0,0,Calle 63|Flores,2,0,3.96,0.4,1,2,8.6
Tercer Milenio,Mazuren,6,18,Lluvia,1,1,Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren,21,19,99.59,0.371,1,21,0.0
Portal Norte,Flores,5,12,Lluvia,0,1,Portal Norte|Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores,17,15,59.23,0.188,1,17,0.0
Calle 26,Portal El Dorado,3,5,Normal,0,0,Calle 26|Salitre El Greco|El Tiempo|Av. Rojas|Portal El Dorado,5,3,19.9,0.54,1,5,2.88
Santa Isabel,Calle 26,6,21,Normal,0,1,Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26,6,4,16.0,0.133,1,6,2.8
Tercer Milenio,Calle 63,4,18,Lluvia fuerte,1,0,Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63,7,5,51.29,0.671,1,7,0.0
Salitre El Greco,Calle 85,1,10,Normal,0,0,Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85,10,8,36.8,0.52,1,10,0.0
Av. Jimenez,Calle 26,0,19,Lluvia fuerte,1,0,Av. Jimenez|Profamilia|Calle 26,3,1,19.5,0.767,1,3,5.23
Profamilia,Calle 127,1,22,Lluvia fuerte,0,0,Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127,15,13,83.7,0.5,1,15,0.0
Alcala,Toberin,5,17,Lluvia,1,1,Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin,5,3,16.6,0.28,1,5,3.83
Cardio Infantil,Calle 26,2,12,Lluvia,0,0,Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26,19,17,83.4,0.479,1,19,0.0
Calle 76,Toberin,0,8,Normal,1,0,Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin,14,12,64.87,0.671,1,14,0.0
Calle 26,Salitre El Greco,1,17,Lluvia fuerte,1,0,Calle 26|Salitre El Greco,2,0,11.7,0.8,1,2,7.01
Prado,Portal Norte,4,10,Lluvia fuerte,0,0,Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin|Portal Norte,7,5,33.15,0.443,1,7,0.0
Calle 72,Profamilia,4,19,Lluvia fuerte,1,0,Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia,7,5,47.39,0.671,1,7,0.0
Comuneros,Flores,1,9,Lluvia,1,0,Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores,9,7,50.86,0.633,1,9,0.0
Mazuren,Calle 72,4,19,Lluvia,1,0,Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72,13,11,72.85,0.685,1,13,0.0
Tercer Milenio,Heroes,0,12,Lluvia,0,0,Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes,11,9,47.4,0.5,1,11,0.0
Calle 142,Pepe Sierra,6,22,Lluvia,0,1,Calle 142|Alcala|Prado|Calle 127|Pepe Sierra,5,3,14.5,0.16,1,5,4.3
Portal El Dorado,Av. Jimenez,3,17,Normal,1,0,Portal El Dorado|Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Profamilia|Av. Jimenez,7,5,38.87,0.729,1,7,0.0
Alcala,Virrey,0,12,Normal,0,0,Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey,7,5,25.4,0.471,1,7,0.0
Calle 100,Portal El Dorado,0,22,Lluvia,0,0,Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas|Portal El Dorado,15,13,71.64,0.513,1,15,0.0
Flores,Calle 45,1,13,Lluvia,0,0,Flores|Calle 63|Calle 45,3,1,8.88,0.367,1,3,6.96
Mazuren,Cardio Infantil,1,7,Normal,1,0,Mazuren|Cardio Infantil,2,0,3.9,0.6,1,2,8.0
Calle 26,Comuneros,2,20,Normal,0,0,Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros,5,3,16.4,0.46,1,5,3.3
Av. Jimenez,Salitre El Greco,4,9,Lluvia,1,0,Av. Jimenez|Profamilia|Calle 26|Salitre El Greco,4,2,24.96,0.75,1,4,3.5
Marly,Profamilia,2,9,Normal,1,0,Marly|Calle 26|Profamilia,3,1,13.39,0.7,1,3,5.73
Mazuren,Prado,6,19,Normal,1,1,Mazuren|Calle 142|Alcala|Prado,4,2,11.44,0.25,1,4,5.68
Tercer Milenio,Calle 76,5,5,Lluvia,0,1,Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76,10,8,34.75,0.18,1,10,0.0
Calle 76,Heroes,4,13,Lluvia,0,0,Calle 76|Heroes,2,0,3.96,0.6,1,2,8.0
Mazuren,Av. Rojas,3,18,Lluvia,1,0,Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas,21,19,124.02,0.671,1,21,0.0
Virrey,El Tiempo,6,18,Lluvia,1,1,Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo,12,10,53.79,0.383,1,12,0.0
